"ring","sex","year","site","site_recode","Difsite","survival","capture","Lrecapture","time_SLC","time_SFC","age_class","age_est","age_est_4eq5","age_cat","prop_occ","mean_occ","rel_occ","suc_av","suc_mean","rel_suc","mean_temp","mean_mean_temp","rel_mean_temp","total_precip","mean_total_precip","rel_total_precip"
"AHD7527","M",2018,"FOF","FOF",0,1,1,0,0,0,5,1,1,"Y",0.75,0.909090909090909,-0.159090909090909,5.125,5.6969696969697,-0.571969696969697,2.28479338842975,2.08564970871156,0.199143679718195,182.31,318.008,-135.698
"AHD7527","M",2019,"FOF","FOF",0,0,1,0,1,1,6,2,2,"O",1,0.909090909090909,0.0909090909090909,8.5,5.6969696969697,2.8030303030303,2.63213114754098,2.08564970871156,0.546481438829427,394.56,318.008,76.552
"AHD7542","M",2018,"EDI","EDI",0,0,1,0,0,0,5,1,1,"Y",0.875,0.908333333333333,-0.0333333333333333,6.75,5.17916666666667,1.57083333333333,1.9996694214876,1.95644959279833,0.0432198286892773,176.03,322.032222222222,-146.002222222222
"AHD7573","F",2018,"FOF","FOF",0,0,1,0,0,0,5,1,1,"Y",0.75,0.909090909090909,-0.159090909090909,5.125,5.6969696969697,-0.571969696969697,2.28479338842975,2.08564970871156,0.199143679718195,182.31,318.008,-135.698
"AHD7574","F",2018,"FOF","FOF",0,0,1,0,0,0,5,1,1,"Y",0.75,0.909090909090909,-0.159090909090909,5.125,5.6969696969697,-0.571969696969697,2.28479338842975,2.08564970871156,0.199143679718195,182.31,318.008,-135.698
"AHD7575","F",2018,"DOW","DOW",0,0,1,0,0,0,5,1,1,"Y",0.875,0.78125,0.09375,5.875,4.046875,1.828125,1.10520661157025,0.81941606828343,0.285790543286818,251.29,427.297142857143,-176.007142857143
"AHD7576","F",2018,"DOW","DOW",0,1,1,0,0,0,5,1,1,"Y",0.875,0.78125,0.09375,5.875,4.046875,1.828125,1.10520661157025,0.81941606828343,0.285790543286818,251.29,427.297142857143,-176.007142857143
"AHD7576","F",2019,"DOW","DOW",0,0,1,0,1,1,6,2,2,"O",0.75,0.78125,-0.03125,5.5,4.046875,1.453125,1.52598360655738,0.81941606828343,0.706567538273947,555.75,427.297142857143,128.452857142857
"AHD7577","F",2018,"BAD","BAD",0,1,1,0,0,0,5,1,1,"Y",0.833333333333333,0.803030303030303,0.0303030303030304,5.5,4.57272727272727,0.927272727272728,1.10247933884298,0.861713995393578,0.240765343449397,262.02,441.534,-179.514
"AHD7577","F",2019,"BAD","BAD",0,1,1,0,1,1,6,2,2,"O",0.5,0.803030303030303,-0.303030303030303,5,4.57272727272727,0.427272727272728,1.4655737704918,0.861713995393578,0.603859775098225,564.95,441.534,123.416
"AHD7577","F",2020,"BAD","BAD",0,0,1,0,1,2,6,3,3,"O",0.666666666666667,0.803030303030303,-0.136363636363636,3.83333333333333,4.57272727272727,-0.739393939393939,0.46900826446281,0.861713995393578,-0.392705730930768,520.95,441.534,79.4160000000001
"AHD7578","F",2018,"GLF","GLF",0,1,1,0,0,0,6,-999,-999,"O",1,0.825757575757576,0.174242424242424,5.25,3.76515151515152,1.48484848484848,0.887190082644628,0.765126270153096,0.122063812491532,244.17,411.841,-167.671
"AHD7578","F",2019,"GLF","GLF",0,0,1,0,1,1,6,-999,-999,"O",0.875,0.825757575757576,0.0492424242424242,3.125,3.76515151515152,-0.640151515151515,1.40180327868852,0.765126270153096,0.636677008535429,473.52,411.841,61.679
"AHD7598","F",2018,"RSY","RSY",0,0,1,0,0,0,6,-999,-999,"O",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,2.47429752066116,2.40427712294329,0.0700203977178639,159.09,283.688888888889,-124.598888888889
"AHD7599","M",2018,"RSY","RSY",0,1,1,0,0,0,5,1,1,"Y",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,2.47429752066116,2.40427712294329,0.0700203977178639,159.09,283.688888888889,-124.598888888889
"AHD7599","M",2019,"RSY","RSY",NA,1,0,NA,1,1,-999,2,2,"O",0.625,0.708333333333333,-0.0833333333333334,3.125,2.325,0.8,2.94024590163934,2.40427712294329,0.535968778696051,346.86,283.688888888889,63.1711111111111
"AHD7599","M",2020,"RSY","RSY",0,1,1,1,2,2,6,3,3,"O",0.875,0.708333333333333,0.166666666666667,1.75,2.325,-0.575,1.83223140495868,2.40427712294329,-0.572045717984615,341.35,283.688888888889,57.6611111111112
"AHD7599","M",2021,"RSY","RSY",0,0,1,0,1,3,6,4,4,"O",0.875,0.708333333333333,0.166666666666667,5.125,2.325,2.8,2.83760330578512,2.40427712294329,0.433326182841831,223.8,283.688888888889,-59.8888888888889
"AHD7601","M",2018,"MCH","MCH",0,1,1,0,0,0,5,1,1,"Y",0.5,0.663636363636364,-0.163636363636364,4.16666666666667,4.13333333333333,0.0333333333333332,1.16446280991736,1.03736587183308,0.12709693808427,211.65,342.901,-131.251
"AHD7601","M",2019,"MCH","MCH",0,1,1,0,1,1,6,2,2,"O",0.833333333333333,0.663636363636364,0.16969696969697,5.66666666666667,4.13333333333333,1.53333333333333,1.69852459016393,1.03736587183308,0.66115871833085,390.63,342.901,47.729
"AHD7601","M",2020,"MCH","MCH",0,1,1,0,1,2,6,3,3,"O",0.833333333333333,0.663636363636364,0.16969696969697,6,4.13333333333333,1.86666666666667,0.761818181818182,1.03736587183308,-0.275547690014903,413.09,342.901,70.189
"AHD7601","M",2021,"MCH","MCH",0,0,1,0,1,3,6,4,4,"O",0.666666666666667,0.663636363636364,0.00303030303030294,4,4.13333333333333,-0.133333333333334,1.65396694214876,1.03736587183308,0.616601070315675,261.17,342.901,-81.731
"AHD7602","F",2018,"MCH","MCH",0,1,1,0,0,0,5,1,1,"Y",0.5,0.663636363636364,-0.163636363636364,4.16666666666667,4.13333333333333,0.0333333333333332,1.16446280991736,1.03736587183308,0.12709693808427,211.65,342.901,-131.251
"AHD7602","F",2019,"MCH","MCH",0,0,1,0,1,1,6,2,2,"O",0.833333333333333,0.663636363636364,0.16969696969697,5.66666666666667,4.13333333333333,1.53333333333333,1.69852459016393,1.03736587183308,0.66115871833085,390.63,342.901,47.729
"AHD7612","M",2018,"PTH","PTH",0,0,1,0,0,0,5,1,1,"Y",0.875,0.833333333333333,0.0416666666666666,6.375,5.52651515151515,0.848484848484849,1.2900826446281,1.15592148760331,0.134161157024794,201.54,312.002,-110.462
"AHD7619","M",2018,"BLG","BLG",0,1,1,0,0,0,5,1,1,"Y",0.875,0.943181818181818,-0.0681818181818182,6.75,6.03030303030303,0.71969696969697,0.931570247933884,0.62631696247121,0.305253285462674,222.94,347.819,-124.879
"AHD7619","M",2019,"BLG","BLG",0,0,1,0,1,1,6,2,2,"O",1,0.943181818181818,0.0568181818181818,9.375,6.03030303030303,3.34469696969697,1.11926229508197,0.62631696247121,0.492945332610757,427.18,347.819,79.361
"AHD7620","F",2018,"BLG","BLG",0,1,1,0,0,0,5,1,1,"Y",0.875,0.943181818181818,-0.0681818181818182,6.75,6.03030303030303,0.71969696969697,0.931570247933884,0.62631696247121,0.305253285462674,222.94,347.819,-124.879
"AHD7620","F",2019,"BLG","BLG",0,0,1,0,1,1,6,2,2,"O",1,0.943181818181818,0.0568181818181818,9.375,6.03030303030303,3.34469696969697,1.11926229508197,0.62631696247121,0.492945332610757,427.18,347.819,79.361
"AHD7621","M",2018,"BLG","BLG",0,0,1,0,0,0,5,1,1,"Y",0.875,0.943181818181818,-0.0681818181818182,6.75,6.03030303030303,0.71969696969697,0.931570247933884,0.62631696247121,0.305253285462674,222.94,347.819,-124.879
"AHD7657","F",2018,"BLA","BLA",0,1,1,0,0,0,4,-999,1,"Y",0.5,0.575757575757576,-0.0757575757575758,3,2.51515151515152,0.484848484848485,0.304297520661157,-0.120577767240211,0.424875287901368,249.09,391.641,-142.551
"AHD7657","F",2019,"BLA","BLA",0,1,1,0,1,1,6,-999,2,"O",0.625,0.575757575757576,0.0492424242424242,2.625,2.51515151515152,0.109848484848485,0.282213114754098,-0.120577767240211,0.40279088199431,528.81,391.641,137.169
"AHD7657","F",2020,"BLA","BLA",0,0,1,0,1,2,6,-999,3,"O",0.625,0.575757575757576,0.0492424242424242,2.75,2.51515151515152,0.234848484848485,-0.365867768595041,-0.120577767240211,-0.24529000135483,407.33,391.641,15.689
"AHD7678","F",2018,"ALN","ALN",0,0,1,0,0,0,5,1,1,"Y",0.625,0.522727272727273,0.102272727272727,2.875,2.56439393939394,0.310606060606061,1.94396694214876,1.41634968161496,0.527617260533803,276.46,351.501,-75.041
"AHD7707","M",2018,"INS","INS",0,0,1,0,0,0,5,1,1,"Y",0.5,0.352272727272727,0.147727272727273,3.375,1.60606060606061,1.76893939393939,0.0378512396694215,-0.526821162444113,0.564672402113535,259.84,369.367,-109.527
"AHD7708","F",2018,"CRU","CRU",0,0,1,0,0,0,5,1,1,"Y",0.375,0.287878787878788,0.0871212121212121,2,1.31439393939394,0.685606060606061,0.232396694214876,-0.432900826446281,0.665297520661157,305.64,403.55,-97.91
"AHD7735","F",2018,"PIT","PIT",0,0,1,0,0,0,5,1,1,"Y",1,0.890625,0.109375,7,5.84375,1.15625,0.708925619834711,0.31285752995142,0.396068089883291,260.55,366.294285714286,-105.744285714286
"AHD7742","M",2018,"DNC","DNC",0,0,1,0,0,0,5,1,1,"Y",0.125,0.28030303030303,-0.15530303030303,1.25,1.70075757575758,-0.450757575757576,-0.401239669421488,-1.04339906516732,0.642159395745834,415.72,625.029,-209.309
"AHD7743","F",2018,"DNC","DNC",0,0,1,0,0,0,5,1,1,"Y",0.125,0.28030303030303,-0.15530303030303,1.25,1.70075757575758,-0.450757575757576,-0.401239669421488,-1.04339906516732,0.642159395745834,415.72,625.029,-209.309
"AHD7744","F",2018,"SLS","SLS",0,0,1,0,0,0,6,-999,-999,"O",0.5,0.508333333333333,-0.0083333333333333,4.75,2.90416666666667,1.84583333333333,-0.445123966942149,-1.11285154074275,0.667727573800599,364.88,391.414444444444,-26.5344444444444
"AHD7745","M",2018,"SLS","SLS",0,0,1,0,0,0,5,1,1,"Y",0.5,0.508333333333333,-0.0083333333333333,4.75,2.90416666666667,1.84583333333333,-0.445123966942149,-1.11285154074275,0.667727573800599,364.88,391.414444444444,-26.5344444444444
"AHD7759","M",2019,"FSH","FSH",0,0,1,0,0,0,4,-999,1,"Y",0.75,0.670454545454545,0.0795454545454546,3.625,3.09848484848485,0.526515151515151,0.0216393442622951,-0.668384026554667,0.690023370816963,441.92,335.096,106.824
"AHD7763","M",2020,"RTH","RTH",0,0,1,0,0,0,6,-999,-999,"O",0.666666666666667,0.491666666666667,0.175,5.16666666666667,3.025,2.14166666666667,-0.468429752066116,-0.112241566183444,-0.356188185882672,360.7,325.631111111111,35.0688888888889
"AHD7764","M",2019,"AVI","AVI",0,0,1,0,0,0,5,1,1,"Y",0.625,0.492424242424242,0.132575757575758,5.125,3.06818181818182,2.05681818181818,0.385901639344262,-0.325023574041458,0.71092521338572,579.86,413.7,166.16
"AHD7767","F",2019,"AVI","AVI",0,0,1,0,0,0,6,-999,-999,"O",0.625,0.492424242424242,0.132575757575758,5.125,3.06818181818182,2.05681818181818,0.385901639344262,-0.325023574041458,0.71092521338572,579.86,413.7,166.16
"AHD7771","F",2019,"CAR","CAR",0,1,1,0,0,0,5,1,1,"Y",0.5,0.515151515151515,-0.0151515151515151,1.5,1.60606060606061,-0.106060606060606,0.200819672131148,-0.471543761007994,0.672363433139141,370.25,298.009,72.241
"AHD7771","F",2020,"CAR","CAR",0,1,1,0,1,1,6,2,2,"O",0.666666666666667,0.515151515151515,0.151515151515151,1.5,1.60606060606061,-0.106060606060606,-0.789173553719008,-0.471543761007994,-0.317629792711015,322.29,298.009,24.281
"AHD7771","F",2021,"CAR","CAR",0,1,1,0,1,2,6,3,3,"O",0.666666666666667,0.515151515151515,0.151515151515151,1.33333333333333,1.60606060606061,-0.272727272727273,-0.160495867768595,-0.471543761007994,0.311047893239398,262.96,298.009,-35.049
"AHD7771","F",2022,"CAR","CAR",0,1,1,0,1,3,6,4,4,"O",0.5,0.515151515151515,-0.0151515151515151,1.33333333333333,1.60606060606061,-0.272727272727273,-0.787603305785124,-0.471543761007994,-0.31605954477713,258.25,298.009,-39.759
"AHD7771","F",2023,"CAR","CAR",NA,1,0,NA,1,4,-999,5,5,"O",0.666666666666667,0.515151515151515,0.151515151515151,3,1.60606060606061,1.39393939393939,-0.678114754098361,-0.471543761007994,-0.206570993090367,316.42,298.009,18.411
"AHD7775","M",2019,"DAV","DAV",0,0,1,0,0,0,5,1,1,"Y",0.625,0.588541666666667,0.0364583333333334,1.375,1.953125,-0.578125,0.921393442622951,0.396511482183986,0.524881960438965,402.32,330.11625,72.20375
"AHD7776","F",2019,"DAV","DAV",0,0,1,0,0,0,5,1,1,"Y",0.625,0.588541666666667,0.0364583333333334,1.375,1.953125,-0.578125,0.921393442622951,0.396511482183986,0.524881960438965,402.32,330.11625,72.20375
"AHD7787","M",2019,"TAI","TAI",0,0,1,0,0,0,5,1,1,"Y",0.833333333333333,0.757575757575758,0.0757575757575758,2.33333333333333,3.01515151515152,-0.681818181818182,0.63483606557377,0.250288578783363,0.384547486790408,324.26,300.299,23.961
"AHD7788","M",2019,"TAI","TAI",0,0,1,0,0,0,5,1,1,"Y",0.833333333333333,0.757575757575758,0.0757575757575758,2.33333333333333,3.01515151515152,-0.681818181818182,0.63483606557377,0.250288578783363,0.384547486790408,324.26,300.299,23.961
"AHD7789","M",2019,"TAI","TAI",0,1,1,0,0,0,5,1,1,"Y",0.833333333333333,0.757575757575758,0.0757575757575758,2.33333333333333,3.01515151515152,-0.681818181818182,0.63483606557377,0.250288578783363,0.384547486790408,324.26,300.299,23.961
"AHD7789","M",2020,"TAI","TAI",NA,1,0,NA,1,1,-999,2,2,"O",0.5,0.757575757575758,-0.257575757575758,2,3.01515151515152,-1.01515151515152,0.0567768595041322,0.250288578783363,-0.19351171927923,332.29,300.299,31.991
"AHD7789","M",2021,"TAI","TAI",NA,1,0,NA,2,2,-999,3,3,"O",0.666666666666667,0.757575757575758,-0.0909090909090909,3.33333333333333,3.01515151515152,0.318181818181818,0.425785123966942,0.250288578783363,0.175496545183579,225.47,300.299,-74.829
"AHD7789","M",2022,"TAI","TAI",NA,1,0,NA,3,3,-999,4,4,"O",0.666666666666667,0.757575757575758,-0.0909090909090909,3,3.01515151515152,-0.0151515151515151,0.0185123966942149,0.250288578783363,-0.231776182089148,271.89,300.299,-28.409
"AHD7789","M",2023,"TAI","TAI",0,1,1,1,4,4,6,5,5,"O",1,0.757575757575758,0.242424242424242,3.66666666666667,3.01515151515152,0.651515151515151,0.290081967213115,0.250288578783363,0.0397933884297521,394.93,300.299,94.631
"AHD7790","M",2020,"TAI","TAI",0,1,1,0,0,0,6,-999,-999,"O",0.5,0.757575757575758,-0.257575757575758,2,3.01515151515152,-1.01515151515152,0.0567768595041322,0.250288578783363,-0.19351171927923,332.29,300.299,31.991
"AHD7790","M",2021,"TAI","TAI",NA,1,0,NA,1,1,-999,-999,-999,"O",0.666666666666667,0.757575757575758,-0.0909090909090909,3.33333333333333,3.01515151515152,0.318181818181818,0.425785123966942,0.250288578783363,0.175496545183579,225.47,300.299,-74.829
"AHD7790","M",2022,"TAI","TAI",0,1,1,1,2,2,6,-999,-999,"O",0.666666666666667,0.757575757575758,-0.0909090909090909,3,3.01515151515152,-0.0151515151515151,0.0185123966942149,0.250288578783363,-0.231776182089148,271.89,300.299,-28.409
"AHD7790","M",2023,"TAI","TAI",0,1,1,0,1,3,6,-999,-999,"O",1,0.757575757575758,0.242424242424242,3.66666666666667,3.01515151515152,0.651515151515151,0.290081967213115,0.250288578783363,0.0397933884297521,394.93,300.299,94.631
"AHD7791","F",2019,"ALN","ALN",0,0,1,0,0,0,5,1,1,"Y",0.5,0.522727272727273,-0.0227272727272727,3.375,2.56439393939394,0.810606060606061,1.94229508196721,1.41634968161496,0.525945400352256,452.58,351.501,101.079
"AHD7793","M",2019,"FOU","FOU",0,0,1,0,0,0,5,1,1,"Y",0.5,0.590909090909091,-0.0909090909090909,4.125,3.41287878787879,0.712121212121212,1.57245901639344,1.04009090909091,0.532368107302533,424,318.906,105.094
"AHD7798","M",2019,"MUN","MUN",0,1,1,0,0,0,5,1,1,"Y",0.625,0.609848484848485,0.0151515151515151,3,2.58712121212121,0.412878787878788,2.25532786885246,1.73552797723886,0.519799891613603,383.33,300.844,82.486
"AHD7798","M",2020,"MUN","MUN",NA,1,0,NA,1,1,-999,2,2,"O",0,0.609848484848485,-0.609848484848485,0,2.58712121212121,-2.58712121212121,1.44628099173554,1.73552797723886,-0.289246985503319,318.44,300.844,17.596
"AHD7798","M",2021,"MUN","MUN",0,0,1,1,2,2,6,3,3,"O",0.875,0.609848484848485,0.265151515151515,3.125,2.58712121212121,0.537878787878788,2.14355371900826,1.73552797723886,0.408025741769408,247.22,300.844,-53.624
"AHD7801","F",2018,"AVI","AVI",0,0,1,0,0,0,5,1,1,"Y",0.5,0.492424242424242,0.00757575757575757,4.125,3.06818181818182,1.05681818181818,0.417851239669422,-0.325023574041458,0.742874813710879,337.53,413.7,-76.17
"AHD7802","M",2018,"SLS","SLS",0,0,1,0,0,0,5,1,1,"Y",0.5,0.508333333333333,-0.0083333333333333,4.75,2.90416666666667,1.84583333333333,-0.445123966942149,-1.11285154074275,0.667727573800599,364.88,391.414444444444,-26.5344444444444
"AHD7803","F",2018,"SLS","SLS",0,0,1,0,0,0,5,1,1,"Y",0.5,0.508333333333333,-0.0083333333333333,4.75,2.90416666666667,1.84583333333333,-0.445123966942149,-1.11285154074275,0.667727573800599,364.88,391.414444444444,-26.5344444444444
"AHD7821","M",2018,"DAV","DAV",0,1,1,0,0,0,6,-999,-999,"O",0.625,0.588541666666667,0.0364583333333334,2.5,1.953125,0.546875,0.926528925619835,0.396511482183986,0.530017443435849,255.22,330.11625,-74.89625
"AHD7821","M",2019,"DAV","DAV",0,0,1,0,1,1,6,-999,-999,"O",0.625,0.588541666666667,0.0364583333333334,1.375,1.953125,-0.578125,0.921393442622951,0.396511482183986,0.524881960438965,402.32,330.11625,72.20375
"AHD7824","M",2018,"INS","INS",0,0,1,0,0,0,5,1,1,"Y",0.5,0.352272727272727,0.147727272727273,3.375,1.60606060606061,1.76893939393939,0.0378512396694215,-0.526821162444113,0.564672402113535,259.84,369.367,-109.527
"AHD7825","F",2018,"INS","INS",0,0,1,0,0,0,5,1,1,"Y",0.5,0.352272727272727,0.147727272727273,3.375,1.60606060606061,1.76893939393939,0.0378512396694215,-0.526821162444113,0.564672402113535,259.84,369.367,-109.527
"AHD7826","M",2018,"INS","INS",0,1,1,0,0,0,5,1,1,"Y",0.5,0.352272727272727,0.147727272727273,3.375,1.60606060606061,1.76893939393939,0.0378512396694215,-0.526821162444113,0.564672402113535,259.84,369.367,-109.527
"AHD7826","M",2019,"INS","INS",0,1,1,0,1,1,6,2,2,"O",0.5,0.352272727272727,0.147727272727273,2.125,1.60606060606061,0.518939393939394,0.141803278688525,-0.526821162444113,0.668624441132638,480.47,369.367,111.103
"AHD7826","M",2020,"INS","INS",0,0,1,0,1,2,6,3,3,"O",0.5,0.352272727272727,0.147727272727273,1.75,1.60606060606061,0.143939393939394,-0.938181818181818,-0.526821162444113,-0.411360655737705,376.78,369.367,7.41300000000001
"AHD7827","M",2018,"KCZ","KCK/KCZ",0,1,1,0,0,0,5,1,1,"Y",0.4375,0.545454545454545,-0.107954545454545,3.125,2.96969696969697,0.15530303030303,0.600206611570248,0.201431005283837,0.398775606286411,230.685,362.8245,-132.1395
"AHD7827","M",2019,"KCZ","KCK/KCZ",0,0,1,0,1,1,6,2,2,"O",0.75,0.545454545454545,0.204545454545455,5.6875,2.96969696969697,2.71780303030303,0.514590163934426,0.201431005283837,0.313159158650589,476.11,362.8245,113.2855
"AHD7828","F",2018,"KCZ","KCK/KCZ",0,1,1,0,0,0,6,-999,-999,"O",0.4375,0.545454545454545,-0.107954545454545,3.125,2.96969696969697,0.15530303030303,0.600206611570248,0.201431005283837,0.398775606286411,230.685,362.8245,-132.1395
"AHD7828","F",2019,"KCZ","KCK/KCZ",0,0,1,0,1,1,6,-999,-999,"O",0.75,0.545454545454545,0.204545454545455,5.6875,2.96969696969697,2.71780303030303,0.514590163934426,0.201431005283837,0.313159158650589,476.11,362.8245,113.2855
"AHD7829","F",2018,"KCK","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.4375,0.545454545454545,-0.107954545454545,3.125,2.96969696969697,0.15530303030303,0.600206611570248,0.201431005283837,0.398775606286411,230.685,362.8245,-132.1395
"AHD7830","M",2018,"KCK","KCK/KCZ",0,1,1,0,0,0,5,1,1,"Y",0.4375,0.545454545454545,-0.107954545454545,3.125,2.96969696969697,0.15530303030303,0.600206611570248,0.201431005283837,0.398775606286411,230.685,362.8245,-132.1395
"AHD7830","M",2019,"KCK","KCK/KCZ",0,0,1,0,1,1,6,2,2,"O",0.75,0.545454545454545,0.204545454545455,5.6875,2.96969696969697,2.71780303030303,0.514590163934426,0.201431005283837,0.313159158650589,476.11,362.8245,113.2855
"AHD7831","M",2018,"PIT","PIT",0,1,1,0,0,0,5,1,1,"Y",1,0.890625,0.109375,7,5.84375,1.15625,0.708925619834711,0.31285752995142,0.396068089883291,260.55,366.294285714286,-105.744285714286
"AHD7831","M",2019,"PIT","PIT",0,0,1,0,1,1,6,2,2,"O",0.875,0.890625,-0.015625,6.75,5.84375,0.90625,0.71827868852459,0.31285752995142,0.405421158573171,519.17,366.294285714286,152.875714285714
"AHD7832","F",2018,"PIT","PIT",0,0,1,0,0,0,5,1,1,"Y",1,0.890625,0.109375,7,5.84375,1.15625,0.708925619834711,0.31285752995142,0.396068089883291,260.55,366.294285714286,-105.744285714286
"AHD7833","F",2018,"PIT","PIT",0,1,1,0,0,0,5,1,1,"Y",1,0.890625,0.109375,7,5.84375,1.15625,0.708925619834711,0.31285752995142,0.396068089883291,260.55,366.294285714286,-105.744285714286
"AHD7833","F",2019,"PIT","PIT",0,1,1,0,1,1,6,2,2,"O",0.875,0.890625,-0.015625,6.75,5.84375,0.90625,0.71827868852459,0.31285752995142,0.405421158573171,519.17,366.294285714286,152.875714285714
"AHD7833","F",2020,"PIT","PIT",0,0,1,0,1,2,6,3,3,"O",1,0.890625,0.109375,7.375,5.84375,1.53125,0.0855371900826446,0.31285752995142,-0.227320339868775,421.06,366.294285714286,54.7657142857143
"AHD7852","M",2018,"DOR","DOR",0,0,1,0,0,0,6,-999,-999,"O",0.5,0.596969696969697,-0.0969696969696969,2.83333333333333,2.11818181818182,0.715151515151515,1.26917355371901,0.793956509958,0.475217043761008,239.93,314.448,-74.518
"AHD7853","F",2019,"FOF","FOF",0,0,1,0,0,0,5,1,1,"Y",1,0.909090909090909,0.0909090909090909,8.5,5.6969696969697,2.8030303030303,2.63213114754098,2.08564970871156,0.546481438829427,394.56,318.008,76.552
"AHD7856","M",2020,"DOW","DOW",0,1,1,0,0,0,6,-999,-999,"O",0.875,0.78125,0.09375,5.125,4.046875,1.078125,0.525702479338843,0.81941606828343,-0.293713588944587,502.53,427.297142857143,75.2328571428571
"AHD7856","M",2021,"DOW","DOW",0,1,1,0,1,1,6,-999,-999,"O",0.875,0.78125,0.09375,5.375,4.046875,1.328125,1.33314049586777,0.81941606828343,0.513724427584338,326.26,427.297142857143,-101.037142857143
"AHD7856","M",2022,"DOW","DOW",0,1,1,0,1,2,6,-999,-999,"O",0.75,0.78125,-0.03125,4.5,4.046875,0.453125,0.519256198347107,0.81941606828343,-0.300159869936323,438.37,427.297142857143,11.0728571428571
"AHD7856","M",2023,"DOW","DOW",0,0,1,0,1,3,6,-999,-999,"O",1,0.78125,0.21875,4.75,4.046875,0.703125,1.37860655737705,0.81941606828343,0.559190489093619,532.72,427.297142857143,105.422857142857
