"ring","year","site","box","age","sex","wing","tarsus","mass","date","time","ringer","season","history","notes","catching","X"
"Z632551",2015,"BAD",5,5,"F",63,NA,12.46,156,NA,"ABP","spring",0,NA,NA,NA
"Z081068",2015,"BAD",5,6,"M",67,NA,10.5,158,"10:00","ABP","spring",1,NA,NA,NA
"Z632546",2016,"BAD",1,6,"F",62,NA,10.85,154,"15:30","ABP","spring",1,NA,NA,NA
"Z632637",2016,"BAD",1,6,"M",66,NA,10.47,154,"15:30","ABP","spring",1,NA,NA,NA
"Z632638",2016,"BAD",3,6,"F",NA,NA,NA,151,"11:50","ABP","spring",1,"same box as 2015",NA,NA
"Z632991",2016,"BAD",3,6,"M",65,NA,10.95,162,"16:30","ABP","spring",0,NA,NA,NA
"Z632550",2016,"BAD",4,6,"F",NA,NA,10.84,162,"16:45","ABP","spring",1,NA,NA,NA
"Z081130",2016,"BAD",4,6,"M",66,NA,11.17,161,"09:00","ABP","spring",1,NA,NA,NA
"Z632399",2016,"BAD",6,5,"F",62,NA,NA,154,"15:53","ABP","spring",0,NA,NA,NA
"S922883",2017,"BAD",1,5,"F",63,NA,11.74,148,"12:41","ABP","spring",0,NA,NA,NA
"S922884",2017,"BAD",1,5,"M",66,NA,10.85,148,"12:41","ABP","spring",0,NA,NA,NA
"Z632638",2017,"BAD",2,6,"F",64,NA,10.51,151,"07:50","ABP","spring",1,"was entered as Z632368, but this was a bird from STY. 638 was a bird that bred at BAD3 last year.",NA,NA
"Z081130",2017,"BAD",2,6,"M",66,NA,11.28,151,"07:50","ABP","spring",1,NA,NA,NA
"S922712",2017,"BAD",5,6,"F",63,NA,10.51,151,"08:20","ABP","spring",1,NA,NA,NA
"Z081147",2017,"BAD",5,6,"M",64,NA,10.68,151,"08:20","ABP","spring",1,NA,NA,NA
"S922713",2017,"BAD",6,5,"F",65,NA,11.08,151,"08:40","ABP","spring",0,NA,NA,NA
"S922714",2017,"BAD",6,6,"M",66,NA,11.06,151,"08:40","ABP","spring",0,NA,NA,NA
"S922883",2018,"BAD",1,6,"F",65,NA,10.47,159,"09:11","ABP","spring",1,"Same nestbox and pair last year",NA,NA
"S922884",2018,"BAD",1,6,"M",68,NA,11.03,159,"09:11","ABP","spring",1,"Same nestbox and pair last year",NA,NA
"AHD7577",2018,"BAD",3,5,"F",61,NA,11.26,154,"08:04","ABP","spring",0,NA,NA,NA
"AHD7577",2018,"BAD",3,5,"F",60,NA,11.95,155,"19:15","JMS","spring",1,NA,NA,NA
"S922848",2018,"BAD",3,5,"M",66,NA,11.09,154,"08:04","ABP","spring",1,"polygamous male - also at BAD4",NA,NA
"Z632638",2018,"BAD",4,6,"F",65,NA,10.89,153,"08:40","ABP","spring",1,NA,NA,NA
"S922848",2018,"BAD",4,5,"M",66,NA,11.6,151,"20:14","DAP","spring",1,"nestling at BAD6 in 2017",NA,NA
"S922712",2018,"BAD",5,6,"F",62,NA,10.81,159,"09:50","ABP","spring",1,"Same nestbox last year",NA,NA
"Z081130",2018,"BAD",5,6,"M",67,NA,11.86,161,"09:47","ABP","spring",1,"polygynous. Also at BAD6. Measurements copied from above.",NA,NA
"S922713",2018,"BAD",6,6,"F",65,NA,10.9,159,"11:00","ABP","spring",1,"Same nestbox last year",NA,NA
"Z081130",2018,"BAD",6,6,"M",67,NA,11.86,161,"09:00","ABP","spring",1,"a recruit. Was a chick in 2014",NA,NA
"AHD7999",2019,"BAD",1,6,"F",62,17.56,10.61,157,"17:55","KM","spring",1,NA,NA,NA
"S922884",2019,"BAD",1,6,"M",68,18.53,11.06,157,"17:55","KM","spring",1,NA,NA,NA
"AHD7577",2019,"BAD",4,6,"F",63,16.87,11.4,145,"09:00","ABP","spring",1,NA,NA,NA
"S922848",2019,"BAD",4,6,"M",69,17.66,10.96,147,"08:43","ABP","spring",1,NA,NA,NA
"ARD6785",2019,"BAD",5,6,"F",62,16.47,10.35,149,"09:18","ABP","spring",0,NA,NA,NA
"Z081130",2019,"BAD",5,6,"M",66,18.33,11.24,145,"10:55","ABP","spring",1,NA,NA,NA
"AXH7420",2020,"BAD",1,5,"F",63,NA,11.27,150,"11:20","ABP","spring",0,NA,NA,NA
"S922884",2020,"BAD",1,6,"M",67,NA,10.7,150,"11:20","ABP","spring",1,NA,NA,NA
"AXH8062",2020,"BAD",2,6,"F",65,NA,10.69,156,"08:04","ABP","spring",0,NA,NA,NA
"AXH7209",2020,"BAD",2,5,"M",64,NA,10.58,156,"08:04","ABP","spring",1,NA,NA,NA
"AHD7577",2020,"BAD",4,6,"F",62,NA,11.68,154,"15:54","ABP","spring",1,NA,NA,NA
"S922848",2020,"BAD",4,6,"M",68,NA,11.39,154,"15:54","ABP","spring",1,NA,NA,NA
"AXH9489",2020,"BAD",5,5,"F",64,NA,10.47,160,"09:05","KM","spring",0,NA,NA,NA
"Z081130",2020,"BAD",5,6,"M",67,NA,11.03,160,"09:05","KM","spring",1,NA,NA,NA
"AXH7911",2021,"BAD",1,6,"F",61,NA,11.28,155,"09:53","ABP","spring",0,NA,NA,NA
"S922884",2021,"BAD",1,6,"M",67,NA,10.72,155,"09:53","ABP","spring",1,NA,NA,NA
"AXH8062",2021,"BAD",3,6,"F",65,NA,10.95,159,"09:32","JMS","spring",1,NA,NA,NA
"AXH7208",2021,"BAD",3,6,"M",65,NA,10.51,157,"10:29","JMS","spring",1,NA,NA,NA
"AXH7800",2021,"BAD",4,6,"F",63,NA,11.45,159,"09:43","JMS","spring",0,NA,NA,NA
"AXH7799",2021,"BAD",4,6,"M",66,NA,10.24,159,"09:41","JMS","spring",0,NA,NA,NA
"_APR7301",2021,"BAD",5,5,"F",62,NA,11.33,159,"09:50","JMS","spring",0,NA,NA,NA
"AXH7983",2021,"BAD",5,6,"M",66,NA,10.39,167,"09:26","ABP","spring",0,NA,"net",NA
"AXH9489",2021,"BAD",6,6,"F",65,NA,10.7,161,"11:06","ABP","spring",1,NA,NA,NA
"AXH7973",2021,"BAD",6,5,"M",64,NA,10.12,161,"11:06","ABP","spring",0,NA,NA,NA
"Z081654",2014,"BIR",2,6,"F",62,NA,11.4,151,NA,"ABP","spring",0,NA,NA,NA
"Z081651",2014,"BIR",2,6,"M",64,NA,10.8,151,NA,"ABP","spring",0,NA,NA,NA
"Z081652",2014,"BIR",4,5,"F",60,NA,10.1,151,NA,"ABP","spring",0,NA,NA,NA
"Z081653",2014,"BIR",4,5,"M",66,NA,10.4,151,NA,"ABP","spring",0,NA,NA,NA
"Z081586",2014,"BIR",6,5,"M",66,NA,11.25,155,NA,"JDS","spring",0,NA,NA,NA
"Z632571",2015,"BIR",2,5,"F",60,NA,10.36,156,NA,"ABP","spring",0,NA,NA,NA
"Z632570",2015,"BIR",2,5,"M",63,NA,10.88,156,NA,"ABP","spring",0,NA,NA,NA
"Z632653",2015,"BIR",3,5,"F",60,NA,11.26,160,"12:50","ABP","spring",0,NA,NA,NA
"Z081653",2015,"BIR",3,6,"M",68,NA,10.57,161,"11:00","ABP","spring",1,NA,NA,NA
"Z081652",2015,"BIR",4,6,"F",62,NA,10,163,"15:00","ABP","spring",1,NA,NA,NA
"Z632372",2015,"BIR",4,5,"M",67,NA,10.4,163,"15:00","ABP","spring",0,NA,NA,NA
"Z632359",2015,"BIR",5,5,"F",62,NA,10.72,161,"11:00","ABP","spring",0,NA,NA,NA
"Z632361",2015,"BIR",6,5,"F",62,NA,11.78,161,"11:30","ABP","spring",0,NA,NA,NA
"Z632360",2015,"BIR",6,5,"M",65,NA,10.32,161,"11:30","ABP","spring",0,NA,NA,NA
"Z632571",2016,"BIR",1,6,"F",60,NA,9.95,155,"12:20","IBC","spring",1,NA,NA,NA
"Z632653",2016,"BIR",3,6,"F",60,NA,10.95,157,"11:40","ABP","spring",1,NA,NA,NA
"Z632963",2016,"BIR",3,6,"M",65,NA,11.03,157,"11:40","ABP","spring",0,NA,NA,NA
"Z632852",2016,"BIR",4,6,"F",59,NA,10.88,155,"11:55","IBC","spring",0,NA,NA,NA
"Z632851",2016,"BIR",4,5,"M",61,NA,9.95,155,"11:55","IBC","spring",0,NA,NA,NA
"Z632653",2017,"BIR",1,6,"F",61,NA,10.72,149,"08:30","ABP","spring",1,NA,NA,NA
"S921212",2017,"BIR",2,5,"F",61,NA,10.36,154,"14:40","KK","spring",0,NA,NA,NA
"S921213",2017,"BIR",2,5,"M",61,NA,10.65,154,"14:40","TB","spring",0,NA,NA,NA
"S921227",2017,"BIR",6,5,"F",60,NA,9.94,158,"13:27","KM","spring",0,NA,NA,NA
"S922908",2017,"BIR",6,6,"M",65,NA,10.46,156,"12:40","ABP","spring",0,NA,NA,NA
"AHD7922",2018,"BIR",2,5,"F",62,NA,10.91,158,"11:28","JMS","spring",0,NA,NA,NA
"AHD7921",2018,"BIR",2,5,"M",64,NA,9.9,158,"11:25","JMS","spring",0,NA,NA,NA
"AHD7960",2018,"BIR",4,6,"F",62,NA,9.79,160,"15:00","KM","spring",0,NA,NA,NA
"S921212",2018,"BIR",5,6,"F",63,NA,11.64,154,"15:07","JMS","spring",1,"BIR5 in 2017",NA,NA
"AHD7251",2018,"BIR",5,5,"M",64,NA,9.91,154,"15:10","JMS","spring",0,NA,NA,NA
"S921227",2018,"BIR",7,6,"F",63,NA,10.29,156,"12:00","KM","spring",1,"BIR6 in 2017",NA,NA
"S922908",2018,"BIR",7,6,"M",65,NA,10.79,156,"12:00","KM","spring",1,NA,NA,NA
"S921212",2019,"BIR",1,6,"F",64,17.24,11.26,154,"15:20","JC","spring",1,NA,NA,NA
"AHD7921",2019,"BIR",1,6,"M",65,17.13,10.57,154,"15:20","JC","spring",1,NA,NA,NA
"ARD6951",2019,"BIR",2,5,"F",62,16.9,11.25,142,"15:00","JMS","spring",0,NA,NA,NA
"ARD6952",2019,"BIR",2,5,"M",65,17.2,9.84,142,"15:05","JMS","spring",0,NA,NA,NA
"ARD6628",2019,"BIR",7,5,"F",60,16.4,10.85,148,"12:42","JMS","spring",0,NA,NA,NA
"S922908",2019,"BIR",7,6,"M",69,17.2,10.33,148,"12:45","JMS","spring",1,NA,NA,NA
"AXH9393",2020,"BIR",1,5,"F",64,NA,9.42,158,"08:55","KM","spring",0,NA,NA,NA
"AHD7921",2020,"BIR",2,6,"M",66,NA,10.06,156,"13:00","KM","spring",1,NA,NA,NA
"AXH8055",2020,"BIR",3,6,"F",61,NA,10.12,154,"08:34","ABP","spring",0,NA,"net",NA
"ARD6952",2020,"BIR",3,6,"M",66,NA,9.79,154,"08:34","ABP","spring",1,NA,"net",NA
"ARD6628",2020,"BIR",7,6,"F",62,NA,10.69,154,"09:06","ABP","spring",1,"entered as ARD6828 but that would be a KCK nestling",NA,NA
"S922908",2020,"BIR",7,6,"M",65,NA,10.49,154,"09:06","ABP","spring",1,NA,NA,NA
"AXH7952",2021,"BIR",1,5,"F",63,NA,10.31,157,"07:25","ABP","spring",0,NA,NA,NA
"AXH7951",2021,"BIR",1,5,"M",63,NA,11.03,157,"07:25","ABP","spring",0,NA,NA,NA
"AXH7960",2021,"BIR",2,5,"F",63,NA,10.41,159,"07:51","ABP","spring",0,NA,NA,NA
"AXH7951",2021,"BIR",2,5,"M",63,NA,10.69,163,"07:05","ABP","spring",1,NA,"net",NA
"AXH7950",2021,"BIR",3,6,"F",63,NA,10.09,157,"07:11","ABP","spring",0,NA,NA,NA
"AXH7765",2021,"BIR",3,6,"M",64,NA,10,155,"09:54","JMS","spring",0,NA,NA,NA
"AXH7963",2021,"BIR",8,5,"F",61,NA,10.91,159,"08:35","ABP","spring",0,NA,NA,NA
"AXH7962",2021,"BIR",8,5,"M",63,NA,10.22,159,"08:35","ABP","spring",0,NA,NA,NA
"Z081720",2014,"BLA",3,5,"F",60,NA,9.74,158,NA,"ABP","spring",0,NA,NA,NA
"Z081656",2014,"BLA",4,5,"F",60,NA,10.7,151,NA,"ABP","spring",0,NA,NA,NA
"Z081655",2014,"BLA",4,6,"M",65,NA,11.2,151,NA,"ABP","spring",0,NA,NA,NA
"Z081718",2014,"BLA",6,5,"F",60,NA,10.27,158,NA,"ABP","spring",0,NA,NA,NA
"Z081719",2014,"BLA",6,6,"M",66,NA,NA,158,NA,"ABP","spring",0,NA,NA,NA
"Z632684",2015,"BLA",1,5,"M",65,NA,10.19,160,"16:00","ABP","spring",0,NA,NA,NA
"Z632801",2015,"BLA",2,5,"F",62,NA,11.02,162,"14:30","JDS","spring",0,NA,NA,NA
"Z632802",2015,"BLA",2,5,"M",65,NA,10.49,162,"14:30","JDS","spring",0,NA,NA,NA
"Z632682",2015,"BLA",4,5,"F",60,NA,10.08,160,"15:00","ABP","spring",0,NA,NA,NA
"Z632683",2015,"BLA",4,5,"M",65,NA,10.75,160,"15:00","ABP","spring",0,NA,NA,NA
"Z632578",2015,"BLA",5,5,"F",61,NA,9.71,156,NA,"ABP","spring",0,NA,NA,NA
"Z632577",2015,"BLA",5,5,"M",66,NA,10.22,156,NA,"ABP","spring",0,NA,NA,NA
"Z632464",2015,"BLA",6,5,"M",65,NA,11.31,150,NA,"ABP","spring",0,NA,NA,NA
"Z632801",2016,"BLA",2,6,"F",62,NA,10.76,163,"10:20","IBC","spring",1,NA,NA,NA
"Z632683",2016,"BLA",2,6,"M",66,NA,10.32,163,"10:20","IBC","spring",1,NA,NA,NA
"Z632973",2016,"BLA",5,6,"F",63,NA,10.62,161,"14:10","ABP","spring",0,NA,NA,NA
"Z632974",2016,"BLA",5,6,"M",65,NA,10.72,161,"14:10","ABP","spring",0,NA,NA,NA
"Z632975",2016,"BLA",6,5,"F",62,NA,10.58,161,"14:40","ABP","spring",0,NA,NA,NA
"Z632577",2016,"BLA",6,6,"M",66,NA,10.39,161,"14:40","ABP","spring",1,NA,NA,NA
"Z081720",2017,"BLA",1,6,"F",62,NA,10.41,156,"14:25","ABP","spring",1,"adult (5) at BLA3 in 2014",NA,NA
"Z632802",2017,"BLA",1,6,"M",66,NA,10.57,156,"14:10","ABP","spring",1,NA,NA,NA
"S921215",2017,"BLA",2,5,"F",60,NA,10.66,154,"17:30","KK","spring",0,NA,NA,NA
"S921216",2017,"BLA",2,5,"M",63,NA,9.98,154,"17:30","KK","spring",0,NA,NA,NA
"S921215",2018,"BLA",2,6,"F",62,NA,10.7,158,"17:01","JMS","spring",1,"BLA2 in 2017, same pair",NA,NA
"S921216",2018,"BLA",2,6,"M",64,NA,9.97,158,"16:58","JMS","spring",1,"BLA2 in 2017, same pair",NA,NA
"Z632683",2018,"BLA",4,6,"M",65,NA,10.49,160,"17:10","KM","spring",1,NA,NA,NA
"AHD7657",2018,"BLA",6,4,"F",63,NA,9.88,152,"15:50","KM","spring",0,NA,NA,NA
"Z632577",2018,"BLA",6,6,"M",66,NA,10.72,154,"18:17","JMS","spring",1,NA,NA,NA
"S921847",2018,"BLA",8,5,"F",62,NA,10.5,152,"15:20","JB","spring",0,NA,NA,NA
"Z632802",2018,"BLA",8,6,"M",66,NA,11.94,150,"18:30","KM","spring",1,NA,NA,NA
"S921215",2019,"BLA",2,6,"F",62,16.9,10.4,151,"06:35","JMS","spring",1,NA,NA,NA
"S921216",2019,"BLA",2,6,"M",65,17.1,10.58,151,"06:32","JMS","spring",1,NA,NA,NA
"Z632801",2019,"BLA",4,6,"F",62,17.4,11.5,166,"16:16","MS","spring",1,NA,NA,NA
"AHD7657",2019,"BLA",5,6,"F",62,16.4,9.96,148,"15:01","JMS","spring",1,"changed from AHD7567 which is a LVN bird",NA,NA
"ARD7688",2019,"BLA",6,5,"F",61,16.4,10.61,164,"14:11","KK","spring",0,NA,NA,NA
"AXH8224",2020,"BLA",2,5,"F",62,NA,11.01,162,"12:00","ABP","spring",0,NA,"net",NA
"AXH8208",2020,"BLA",2,5,"M",63,NA,10.4,160,"10:40","ABP","spring",0,NA,NA,NA
"AXH7136",2020,"BLA",5,5,"F",64,NA,10.8,156,"13:17","ABP","spring",1,NA,NA,NA
"S921216",2020,"BLA",5,6,"M",63,NA,11.1,156,"13:17","ABP","spring",1,NA,NA,NA
"AXH9506",2020,"BLA",6,6,"F",63,NA,10.37,166,"11:41","KM","spring",0,NA,NA,NA
"AHD7657",2020,"BLA",7,6,"F",61,NA,10.5,158,"08:45","ABP","spring",1,NA,"net",NA
"ARD7099",2020,"BLA",7,5,"M",65,NA,12.22,154,"09:45","KM","spring",1,NA,NA,NA
"AXH8207",2020,"BLA",8,6,"F",63,NA,10.08,160,"10:00","ABP","spring",0,NA,NA,NA
"AXH8206",2020,"BLA",8,5,"M",64,NA,10.58,160,"10:00","ABP","spring",0,NA,NA,NA
"AXH8224",2021,"BLA",2,6,"F",NA,NA,NA,163,"09:06","ABP","spring",1,"net, scales broken","net",NA
"AXH9869",2021,"BLA",2,5,"M",61,NA,10.4,161,"14:00","SEL","spring",0,NA,NA,NA
"AXH8973",2021,"BLA",3,5,"F",62,NA,10.02,159,"15:50","EAM","spring",0,NA,NA,NA
"AXH7974",2021,"BLA",3,5,"M",64,NA,10.36,163,"09:22","ABP","spring",0,NA,"net",NA
"S921216",2021,"BLA",5,6,"M",64,NA,10.5,163,"09:46","ABP","spring",1,NA,"net",NA
"S921216",2021,"BLA",5,6,"M",65,NA,10.36,159,"15:30","EAM","spring",1,NA,NA,NA
"Z081801",2014,"BLG",1,6,"M",65,NA,11.45,155,NA,"JDS","spring",0,NA,NA,NA
"Z081534",2014,"BLG",2,6,"F",63,NA,NA,151,NA,"JDS","spring",0,NA,NA,NA
"Z081839",2014,"BLG",3,6,"F",61,NA,10.37,159,NA,"JDS","spring",0,"looks god awful",NA,NA
"Z081710",2014,"BLG",5,6,"F",63,NA,10.6,154,NA,"ABP","spring",0,NA,NA,NA
"Z081711",2014,"BLG",5,6,"M",64.5,NA,10.7,154,NA,"ABP","spring",0,NA,NA,NA
"Z081858",2014,"BLG",6,5,"F",59,NA,10.51,161,NA,"JDS","spring",0,NA,NA,NA
"Z632925",2015,"BLG",1,5,"F",61,NA,10.58,164,"13:30","IBC","spring",0,NA,NA,NA
"Z632188",2015,"BLG",2,6,"M",65,NA,11.17,154,NA,"JDS","spring",0,NA,NA,NA
"Z632463",2015,"BLG",3,5,"F",62,NA,11.03,150,NA,"ABP","spring",0,NA,NA,NA
"Z632462",2015,"BLG",3,5,"M",67,NA,11.66,150,NA,"ABP","spring",0,NA,NA,NA
"Z081960",2015,"BLG",4,5,"M",64,NA,10.96,146,NA,"IBC","spring",0,NA,NA,NA
"Z081858",2015,"BLG",6,6,"F",61,NA,10.75,148,NA,"ABP","spring",1,NA,NA,NA
"Z632432",2015,"BLG",6,6,"M",65,NA,11.03,149,NA,"ABP","spring",0,NA,NA,NA
"Z632925",2016,"BLG",1,6,"F",63,NA,10.14,161,"12:20","ABP","spring",1,NA,NA,NA
"Z632972",2016,"BLG",1,6,"M",65,NA,9.77,161,"12:20","ABP","spring",0,NA,NA,NA
"Z632463",2016,"BLG",3,6,"F",62,NA,10.72,156,"07:30","ABP","spring",1,NA,NA,NA
"Z081954",2016,"BLG",3,5,"M",64,NA,11.01,155,"14:00","IBC","spring",1,NA,NA,NA
"Z632992",2016,"BLG",4,5,"F",62,NA,10.79,165,"10:46","ABP","spring",0,NA,NA,NA
"Z081711",2016,"BLG",4,6,"M",65,NA,11.74,165,"10:46","ABP","spring",1,NA,NA,NA
"Z632950",2016,"BLG",5,6,"F",65,NA,11.11,156,"07:35","ABP","spring",0,NA,NA,NA
"Z081960",2016,"BLG",5,6,"M",66,NA,NA,156,"07:35","ABP","spring",1,NA,NA,NA
"Z632951",2016,"BLG",6,5,"F",61,NA,11.22,156,"08:00","ABP","spring",0,NA,NA,NA
"Z632432",2016,"BLG",6,6,"M",64,NA,10.69,156,"08:00","ABP","spring",1,NA,NA,NA
"S922823",2017,"BLG",1,6,"F",63,NA,10.46,146,"14:00","ABP","spring",0,NA,NA,NA
"Z632972",2017,"BLG",1,6,"M",66,NA,10.46,146,"14:00","ABP","spring",1,NA,NA,NA
"Z081955",2017,"BLG",2,6,"F",63,NA,11.45,138,"14:30","ABP","spring",1,NA,NA,NA
"S229169",2017,"BLG",2,5,"M",66,NA,10.92,138,"14:30","ABP","spring",0,NA,NA,NA
"Z632463",2017,"BLG",3,6,"F",63,NA,11.12,146,"15:00","ABP","spring",1,"AP entered as 465 but must be 463",NA,NA
"S922824",2017,"BLG",5,6,"F",64,NA,11.19,146,"14:35","ABP","spring",0,NA,NA,NA
"S922825",2017,"BLG",5,5,"M",64,NA,10.72,146,"14:35","ABP","spring",0,NA,NA,NA
"Z632951",2017,"BLG",6,6,"F",64,NA,NA,147,"10:40","ABP","spring",1,NA,NA,NA
"Z632432",2017,"BLG",6,6,"M",65,NA,10.91,147,"10:40","ABP","spring",1,NA,NA,NA
"S922228",2017,"BLG",7,5,"F",61,NA,10.91,146,"14:35","KK","spring",0,NA,NA,NA
"S922390",2017,"BLG",8,6,"M",65,NA,10.43,144,"16:21","TB","spring",0,NA,NA,NA
"S922823",2018,"BLG",1,6,"F",64,NA,10.8,150,"16:00","KM","spring",1,"Same nestbox last year",NA,NA
"S229169",2018,"BLG",1,6,"M",67,NA,11.65,150,"16:50","KM","spring",1,"BLG2 in 2017",NA,NA
"AHD7299",2018,"BLG",3,5,"F",62,NA,10.97,156,"13:20","KM","spring",0,NA,NA,NA
"AHD7298",2018,"BLG",3,5,"M",65,NA,10.7,156,"13:20","KM","spring",0,NA,NA,NA
"AHD7620",2018,"BLG",4,5,"F",63,NA,NA,150,"16:30","KM","spring",0,"ESCAPED BEFORE MASS RECORDED",NA,NA
"AHD7619",2018,"BLG",4,5,"M",64,NA,10.37,150,"16:30","KM","spring",0,NA,NA,NA
"S922824",2018,"BLG",5,6,"F",62,NA,10.52,154,"15:59","JMS","spring",1,"Same nestbox and pair last year",NA,NA
"S922825",2018,"BLG",5,6,"M",65,NA,10.98,154,"15:56","JMS","spring",1,"Same nestbox and pair last year",NA,NA
"Z632951",2018,"BLG",6,6,"F",61,NA,11.77,154,"16:30","JMS","spring",1,NA,NA,NA
"Z632432",2018,"BLG",6,6,"M",65,NA,10.45,152,"14:15","KM","spring",1,NA,NA,NA
"S922228",2018,"BLG",7,4,"F",63,NA,11.25,150,"17:15","JMS","spring",1,"BLG7 in 2017",NA,NA
"S921828",2018,"BLG",7,6,"M",63,NA,11.37,150,"17:15","JMS","spring",0,NA,NA,NA
"S921827",2018,"BLG",8,5,"F",62,NA,10.7,150,"16:45","JMS","spring",0,NA,NA,NA
"AHD7621",2018,"BLG",8,5,"M",66,NA,11.51,150,"17:15","KM","spring",0,NA,NA,NA
"ARD6607",2019,"BLG",1,5,"F",61,16.6,10.87,144,"12:54","JMS","spring",0,NA,NA,NA
"S921423",2019,"BLG",1,5,"M",65,16.8,10.77,144,"12:50","JMS","spring",1,NA,NA,NA
"AHD7884",2019,"BLG",2,5,"F",63,17.2,11.33,138,"15:30","ABP","spring",1,NA,NA,NA
"ARD6006",2019,"BLG",3,5,"F",62,17.5,10.97,138,"15:08","ABP","spring",0,NA,NA,NA
"AHD7619",2019,"BLG",3,6,"M",66,16.5,10.62,138,"15:08","ABP","spring",1,NA,NA,NA
"AHD7620",2019,"BLG",4,6,"F",62,17.15,10.32,143,"15:30","ABP","spring",1,NA,NA,NA
"ARD6007",2019,"BLG",4,5,"M",63,17.8,11.01,138,"16:00","ABP","spring",0,NA,NA,NA
"S922824",2019,"BLG",5,6,"F",64,17,11.11,138,"14:52","ABP","spring",1,NA,NA,NA
"ARD6005",2019,"BLG",5,6,"M",66,18.2,11.24,138,"14:52","ABP","spring",0,NA,NA,NA
"ARD7053",2019,"BLG",6,5,"F",61,16.82,10.77,156,"12:00","KK","spring",0,NA,NA,NA
"AHD7299",2019,"BLG",7,6,"F",63,17.1,11.16,146,"14:47","JMS","spring",1,NA,NA,NA
"S921846",2019,"BLG",7,5,"M",66,17.3,10.54,144,"14:05","JMS","spring",1,NA,NA,NA
"ARD6608",2019,"BLG",8,5,"F",62,16.5,10.08,144,"13:34","JMS","spring",0,NA,NA,NA
"S922379",2019,"BLG",8,6,"M",64,17,11.13,144,"13:30","JMS","spring",1,NA,NA,NA
"AHD7299",2020,"BLG",1,6,"F",63,NA,11.39,148,"13:50","KM","spring",1,NA,NA,NA
"S921846",2020,"BLG",1,6,"M",67,NA,11.11,148,"13:50","KM","spring",1,NA,NA,NA
"AXH7454",2020,"BLG",2,5,"F",62,NA,9.78,152,"11:55","ABP","spring",0,NA,"net",NA
"ARD6133",2020,"BLG",2,5,"M",64,NA,10.42,148,"14:50","KM","spring",1,NA,NA,NA
"Z632951",2020,"BLG",4,6,"F",62,NA,10.97,159,"14:30","JMS","spring",1,NA,NA,NA
"ARD6007",2020,"BLG",4,6,"M",65,NA,10.95,162,"12:51","ABP","spring",1,NA,"net",NA
"AXH9108",2020,"BLG",5,6,"F",62,NA,10.87,145,"13:30","KM","spring",0,NA,NA,NA
"AXH9107",2020,"BLG",5,5,"M",64,NA,10.97,145,"13:30","KM","spring",0,NA,NA,NA
"AXH9106",2020,"BLG",6,5,"F",63,NA,11.51,145,"13:10","KM","spring",0,NA,NA,NA
"AXH7143",2020,"BLG",6,5,"M",67,NA,11.52,145,"13:10","KM","spring",1,NA,NA,NA
"AXH7325",2020,"BLG",7,5,"F",62,NA,10.85,146,"12:09","ABP","spring",0,"3 PARENTS",NA,NA
"AHD7884",2020,"BLG",7,6,"F",63,NA,11.24,146,"12:09","ABP","spring",1,"3 PARENTS",NA,NA
"AXH9062",2020,"BLG",7,5,"M",64,NA,11.2,142,"12:00","KM","spring",0,"3 PARENTS",NA,NA
"AXH9063",2020,"BLG",8,6,"F",63,NA,11.81,142,"12:12","KM","spring",0,NA,NA,NA
"AXH9064",2020,"BLG",8,5,"M",66,NA,10.78,142,"12:12","KM","spring",0,NA,NA,NA
"S921846",2021,"BLG",1,6,"M",66,NA,10.77,153,"08:09","ABP","spring",1,NA,NA,NA
"AXH9913",2021,"BLG",3,6,"F",59,NA,9.77,167,"13:40","SEL","spring",0,NA,NA,NA
"AXH9596",2021,"BLG",4,5,"F",62,NA,11.35,155,"09:20","EAM","spring",0,NA,NA,NA
"AXH9597",2021,"BLG",4,5,"M",63,NA,10.99,155,"09:20","EAM","spring",0,NA,NA,NA
"AXH9605",2021,"BLG",5,5,"F",61,NA,10,145,"09:02","KM","spring",0,NA,NA,NA
"AXH9013",2021,"BLG",5,5,"M",67,NA,10.5,145,"09:02","KM","spring",1,NA,NA,NA
"AXH9108",2021,"BLG",6,6,"F",63,NA,10.91,151,"09:30","KM","spring",1,NA,NA,NA
"AXH7143",2021,"BLG",6,6,"M",66,NA,11.11,151,"09:10","KM","spring",1,NA,NA,NA
"AHD7884",2021,"BLG",7,6,"F",63,NA,10.89,153,"08:22","ABP","spring",1,NA,"net",NA
"AXH9064",2021,"BLG",7,6,"M",67,NA,10.75,153,"08:22","ABP","spring",1,NA,"net",NA
"AXH9063",2021,"BLG",8,6,"F",63,NA,11.8,151,"08:53","KM","spring",1,NA,NA,NA
"AXH9632",2021,"BLG",8,5,"M",64,NA,10.37,151,"08:53","KM","spring",0,NA,NA,NA
"Z081862",2014,"CAL",3,5,"M",65,NA,10.58,162,NA,"JDS","spring",0,NA,NA,NA
"Z632465",2015,"CAL",1,6,"F",65,NA,10.67,150,NA,"ABP","spring",0,NA,NA,NA
"Z081862",2015,"CAL",1,6,"M",67,NA,10.89,150,NA,"ABP","spring",1,NA,NA,NA
"Z632285",2015,"CAL",4,5,"F",60,NA,10.18,155,"07:25","IBC","spring",0,NA,NA,NA
"Z632286",2015,"CAL",4,5,"M",61,NA,10.99,155,"07:25","IBC","spring",0,NA,NA,NA
"Z632465",2016,"CAL",4,6,"F",63,NA,9.98,166,"08:50","ABP","spring",1,NA,NA,NA
